document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,answera,answerb,answerc,answerd
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,"After the Host leaves them, what do Caius and Evans plan?",Revenge,Revenge,"After the Host leaves them, what do Caius and Evans plan?",Revenge,Revenge,A feast,Another fight,Revenge,New careers
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What does Ford think Page is by thinking his wife is honest?,A fool,A fool,What does Ford think Page is by thinking his wife is honest?,A fool,A fool,Honest himself,A fool,Wise,Aggressive
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,Mistresses Ford and Page ask their servants to be ready with ___ for Falstaff’s arrival.,A laundry basket,A laundry basket,Mistresses Ford and Page ask their servants to be ready with ___ for Falstaff’s arrival.,A laundry basket,A laundry basket,A fat mule,A set of knives,A book,A laundry basket
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,Mistress Page rushes in with news that her husband is coming with ___ to search for a gentleman.,Officers of Windsor,Officers of Windsor,Mistress Page rushes in with news that her husband is coming with ___ to search for a gentleman.,Officers of Windsor,Officers of Windsor,Officers of Windsor,Magistrates of Windsor,Sheriffs of Windsor,Strongmen of Windsor
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What does Anne’s father suspect Fenton wants from Anne?,Her dowry,Her dowry,What does Anne’s father suspect Fenton wants from Anne?,Her dowry,Her dowry,Her sparkling wit,Her dowry,Her beauty,Her wisdom
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What does Slender do when Anne tells him to speak for himself?,Mumbles idiotically,Mumbles idiotically,What does Slender do when Anne tells him to speak for himself?,Mumbles idiotically,Mumbles idiotically,Wanders off,Cries like a baby,Answers earnestly,Mumbles idiotically
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,Mistress Quickly thinks Fenton is ___.,Likeable,Likeable,Mistress Quickly thinks Fenton is ___.,Likeable,Likeable,Likeable,Foolish,Duplicitous,Too tall
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,"When Falstaff enters the Garter Inn, what does he order Bardolph to make him?",Warm wine,Warm wine,"When Falstaff enters the Garter Inn, what does he order Bardolph to make him?",Warm wine,Warm wine,A cup of tea,Warm wine,A salad,A bowl of soup
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,Between what hours does Mistress Ford want Falstaff to visit her that evening?,Eight and nine,Eight and nine,Between what hours does Mistress Ford want Falstaff to visit her that evening?,Eight and nine,Eight and nine,Nine and ten,Ten and eleven,Eight and nine,Eleven and midnight
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,Mistress Page says she needs to take her son where?,To school,To school,Mistress Page says she needs to take her son where?,To school,To school,To his grandmother’s,To the seaside,To church,To school
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What language does Evans test William’s knowledge of?,Latin,Latin,What language does Evans test William’s knowledge of?,Latin,Latin,French,Latin,Ancient Greek,Mandarin
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,Mistress Ford suggests Falstaff wear ___ clothes as a disguise.,Her maid’s aunt’s,Her maid’s aunt’s,Mistress Ford suggests Falstaff wear ___ clothes as a disguise.,Her maid’s aunt’s,Her maid’s aunt’s,Her uncle’s,Her aunt’s maid’s,Her husband’s,Her maid’s aunt’s
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What does Ford angrily search through when he comes to the house?,The laundry basket,The laundry basket,What does Ford angrily search through when he comes to the house?,The laundry basket,The laundry basket,The closet,The laundry basket,His wife’s purse,The kitchens
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,The old woman Falstaff is disguised as is said to be?,A witch,A witch,The old woman Falstaff is disguised as is said to be?,A witch,A witch,A witch,A wealthy lady,A seductress,A nun
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What does Bardolph say the German guests want to borrow from the Host?,Three horses,Three horses,What does Bardolph say the German guests want to borrow from the Host?,Three horses,Three horses,A carriage,Three horses,A wagon,Three chickens
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What kind of tree is Herne the hunter said to visit at midnight in winter?,Oak,Oak,What kind of tree is Herne the hunter said to visit at midnight in winter?,Oak,Oak,Redwood,Pine,Beech,Oak
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What will Mistresses Ford and Page’s children dress up as at the tree to scare Falstaff?,"Elves, goblins","Elves, goblins",What will Mistresses Ford and Page’s children dress up as at the tree to scare Falstaff?,"Elves, goblins","Elves, goblins","Angels, demons","Priests, nuns","Elves, goblins","Ghosts, ghouls"
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,Who goes off to prepare the children’s costumes?,Evans,Evans,Who goes off to prepare the children’s costumes?,Evans,Evans,Evans,Mistress Page,Anne,Slender
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What is Bardolph covered in when he enters the Garter Inn and says the horses have been stolen?,Mud,Mud,What is Bardolph covered in when he enters the Garter Inn and says the horses have been stolen?,Mud,Mud,Tears,Blood,Water,Mud
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What time is Falstaff going to the park that evening?,Midnight,Midnight,What time is Falstaff going to the park that evening?,Midnight,Midnight,Midnight,Dusk,Ten,Dinner time
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,"What color will Anne be wearing, according to Page?",White,White,"What color will Anne be wearing, according to Page?",White,White,Green,White,Black,Pink
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What is Anne disguised as?,A fairy,A fairy,What is Anne disguised as?,A fairy,A fairy,The fairy queen,A fairy,An elf,A goblin
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,What does Mistress Quickly say they will do to Falstaff to prove whether or not he is corrupt?,Set him on fire,Set him on fire,What does Mistress Quickly say they will do to Falstaff to prove whether or not he is corrupt?,Set him on fire,Set him on fire,Pray over him,Throw him upwards,Drown him,Set him on fire
ecd4a734-0b25-11ea-9221-c9dc32036b5d,test,Evans tells Falstaff that the fairies won't bother him if he serves who or what?,God,God,Evans tells Falstaff that the fairies won't bother him if he serves who or what?,God,God,Drink to everyone,The fairy,God,His desires
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What does Gregor Samsa do for aliving?,Traveling salesman,Traveling salesman,What does Gregor Samsa do for aliving?,Traveling salesman,Traveling salesman,Office clerk,Factory worker,Traveling salesman,Biology teacher
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Where does all of the action of the storytake place?,The family’s apartment,The family’s apartment,Where does all of the action of the storytake place?,The family’s apartment,The family’s apartment,Prague,The family’s apartment,Gregor’s workplace,An insane asylum
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What kind of creature has Gregorbecome?,An unspecified bug,An unspecified bug,What kind of creature has Gregorbecome?,An unspecified bug,An unspecified bug,An unspecified bug,A dung beetle,A gypsy moth,A gigantic maggot
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What does the picture on Gregor’s walldepict?,A woman in furs,A woman in furs,What does the picture on Gregor’s walldepict?,A woman in furs,A woman in furs,Grete with her violin,His smiling family,A can of bug spray,A woman in furs
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Why has Gregor stayed in hisjob?,His parents owe his employer money.,His parents owe his employer money.,Why has Gregor stayed in hisjob?,His parents owe his employer money.,His parents owe his employer money.,He loves his line of work.,He cannot find a better position.,He thinks it will impress Grete.,His parents owe his employer money.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What does the office manager accuse Gregorof?,Shoddy work and possibly theft,Shoddy work and possibly theft,What does the office manager accuse Gregorof?,Shoddy work and possibly theft,Shoddy work and possibly theft,Turning into a giant bug,Shoddy work and possibly theft,Falsifying reports and insubordination,Lying about his whereabouts
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Why does it take Gregor so long to answerthe door when the office manager arrives?,He has trouble maneuvering his body.,He has trouble maneuvering his body.,Why does it take Gregor so long to answerthe door when the office manager arrives?,He has trouble maneuvering his body.,He has trouble maneuvering his body.,He is ashamed of his new body.,He slept through the office manager’s knock.,He has trouble maneuvering his body.,He is molting.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does the office manager react when hesees Gregor?,He flees the apartment.,He flees the apartment.,How does the office manager react when hesees Gregor?,He flees the apartment.,He flees the apartment.,He flees the apartment.,He fires Gregor.,He attacks Gregor with his cane.,He sprays Gregor with insecticide.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does Gregor react to the milk and breadin his rooom?,He hates it.,He hates it.,How does Gregor react to the milk and breadin his rooom?,He hates it.,He hates it.,He hates it.,He eats it all.,He knocks it over.,He lays eggs in it.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Where does Gregor feel mostcomfortable?,Under the sofa,Under the sofa,Where does Gregor feel mostcomfortable?,Under the sofa,Under the sofa,In his bed,On his back,In the parlor,Under the sofa
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does the mother react when she seesGregor?,She passes out.,She passes out.,How does the mother react when she seesGregor?,She passes out.,She passes out.,She laughs until she cries.,She hits him with a newspaper.,She passes out.,She runs away in fear.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Who is Gregor’s primarycaretaker?,Grete,Grete,Who is Gregor’s primarycaretaker?,Grete,Grete,Grete,The mother,The father,The office manager
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What was Gregor’s dream forGrete?,To send her to music school,To send her to music school,What was Gregor’s dream forGrete?,To send her to music school,To send her to music school,To pay for her secretarial training,To send her to music school,To turn her into a giant bug,To see her happily married
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does Gregor feel when he learns thatthe family will need to work?,Guilty and ashamed,Guilty and ashamed,How does Gregor feel when he learns thatthe family will need to work?,Guilty and ashamed,Guilty and ashamed,Guilty and ashamed,Proud and vindicated,Resentful and angry,Sad and frightened
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What does Gregor do to spare Grete’sfeelings when she is in his room?,Hides behind a sheet,Hides behind a sheet,What does Gregor do to spare Grete’sfeelings when she is in his room?,Hides behind a sheet,Hides behind a sheet,Stands on a chair,Hangs from the ceiling,Rolls into a ball,Hides behind a sheet
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Why does Grete want to remove Gregor’sfurniture from his room?,To give Gregor more space,To give Gregor more space,Why does Grete want to remove Gregor’sfurniture from his room?,To give Gregor more space,To give Gregor more space,To keep it for herself,To fumigate the room,To sell it,To give Gregor more space
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What does Gregor try to prevent from beingtaken from his room?,A picture,A picture,What does Gregor try to prevent from beingtaken from his room?,A picture,A picture,A picture,A sofa,A wardrobe,A cocoon
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Why doesn’t Grete want others to help hertake care of Gregor?,She likes being the only one to do so.,She likes being the only one to do so.,Why doesn’t Grete want others to help hertake care of Gregor?,She likes being the only one to do so.,She likes being the only one to do so.,She doesn’t think they’ll do a good job.,She wants to spare them the sight of Gregor.,She likes being the only one to do so.,She fears they will kill Gregor.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does the father react when he thinksGregor attacked the mother?,He chases Gregor and throws fruit at him.,He chases Gregor and throws fruit at him.,How does the father react when he thinksGregor attacked the mother?,He chases Gregor and throws fruit at him.,He chases Gregor and throws fruit at him.,He kicks Gregor out of the house.,He chases Gregor and throws fruit at him.,He attacks Gregor with a giant fly swatter.,He breaks down and weeps.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What serious injury does Gregorsustain?,An apple becomes lodged in his back.,An apple becomes lodged in his back.,What serious injury does Gregorsustain?,An apple becomes lodged in his back.,An apple becomes lodged in his back.,His wings get bent.,His antennae are torn off.,An apple becomes lodged in his back.,A fall breaks his legs.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Who takes care of Gregor when Grete beginsto lose interest?,The cleaning lady,The cleaning lady,Who takes care of Gregor when Grete beginsto lose interest?,The cleaning lady,The cleaning lady,The cleaning lady,The boarders,The downstairs neighbor,The queen of Gregor’s hive
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What small concession does the family maketo Gregor after the father injures him?,They leave his door open occasionally.,They leave his door open occasionally.,What small concession does the family maketo Gregor after the father injures him?,They leave his door open occasionally.,They leave his door open occasionally.,They take him for walks.,They leave his door open occasionally.,They wash and groom him regularly.,They help find him a mate.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does Gregor react when he hears Grete’sviolin?,He crawls toward her in the parlor.,He crawls toward her in the parlor.,How does Gregor react when he hears Grete’sviolin?,He crawls toward her in the parlor.,He crawls toward her in the parlor.,He sings along with her playing.,He hides under the sofa.,He crawls toward her in the parlor.,He decides to send her to music school.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does Gregor die?,He lies down in exhaustion and dies.,He lies down in exhaustion and dies.,How does Gregor die?,He lies down in exhaustion and dies.,He lies down in exhaustion and dies.,He jumps out the window.,He lies down in exhaustion and dies.,One of the boarders steps on him.,Grete poisons his food.
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does the family feel after Gregordies?,Relieved and happy,Relieved and happy,How does the family feel after Gregordies?,Relieved and happy,Relieved and happy,Relieved and happy,Bitter and resentful,Confused and angry,Sad and depressed
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What is Gregor Samsa’s line of business?,Traveling salesman,Traveling salesman,What is Gregor Samsa’s line of business?,Traveling salesman,Traveling salesman,Dentist,Lawyer,Traveling salesman,Coal miner
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Who first visits Gregor after his transformation into a cockroach?,His mother,His mother,Who first visits Gregor after his transformation into a cockroach?,His mother,His mother,His mother,His sister,His father,His office manager
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What does Gregor eventually use to unlock his door?,His mouth,His mouth,What does Gregor eventually use to unlock his door?,His mouth,His mouth,A hanger,His mouth,His leg,A key
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does Gregor’s family make money after Gregor’s transformation and their new poverty?,They take on boarders,They take on boarders,How does Gregor’s family make money after Gregor’s transformation and their new poverty?,They take on boarders,They take on boarders,They sell Gregor’s belongings,They sell produce,They get extra jobs,They take on boarders
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Whose idea is it to get rid of Gregor?,His sister,His sister,Whose idea is it to get rid of Gregor?,His sister,His sister,His sister,His mother,His father,The cleaning lady
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Why does Gregor feel that he must keep the job he dislikes?,His father’s debt,His father’s debt,Why does Gregor feel that he must keep the job he dislikes?,His father’s debt,His father’s debt,His Grandmother’s rent,His father’s debt,His sister’s schooling,His son’s piano lessons
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How long does Gregor live as a bug after he is transformed?,Rest of his life,Rest of his life,How long does Gregor live as a bug after he is transformed?,Rest of his life,Rest of his life,Rest of his life,A day,A month,Until his father dies
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Gregor’s father is forced to ___ after Gregor’s transformation.,Return to work,Return to work,Gregor’s father is forced to ___ after Gregor’s transformation.,Return to work,Return to work,Move to another city,Change his name,Change his appearance,Return to work
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Who is the “charwoman”?,Gregor’s cleaning lady,Gregor’s cleaning lady,Who is the “charwoman”?,Gregor’s cleaning lady,Gregor’s cleaning lady,Gregor’s grandmother,Gregor’s mother,Gregor’s cleaning lady,Gregor’s sister
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What do the boarders in the Samsa house greatly value?,Cleanliness,Cleanliness,What do the boarders in the Samsa house greatly value?,Cleanliness,Cleanliness,Cleanliness,Entertainment,Money,Law and order
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Gregor deals with all of the hardships in his life ___.,Without complaint,Without complaint,Gregor deals with all of the hardships in his life ___.,Without complaint,Without complaint,By taking action,By resisting everything,With contempt,Without complaint
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,"Once Gregor is used to his new insect body, where is he most comfortable?",Under the couch,Under the couch,"Once Gregor is used to his new insect body, where is he most comfortable?",Under the couch,Under the couch,Under the couch,In bed,Next to the refrigerator,In the cupboard
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What is in the photograph that Gregor refuses to let anyone take away?,A woman wearing fur,A woman wearing fur,What is in the photograph that Gregor refuses to let anyone take away?,A woman wearing fur,A woman wearing fur,Gregor as a boy,A woman wearing fur,His mother,Elementary school classmates
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Who is the only character besides Gregor that has a first name in the story?,His sister,His sister,Who is the only character besides Gregor that has a first name in the story?,His sister,His sister,His mother,His cleaning lady,His sister,His father
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,From whose point of view does the reader see Gregor’s father?,Gregor,Gregor,From whose point of view does the reader see Gregor’s father?,Gregor,Gregor,Gregor,The mother,The sister,The cleaning lady
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What cause is given for Gregor’s transformation?,None,None,What cause is given for Gregor’s transformation?,None,None,Greed,Adultery,None,Jealousy
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What event convinces Gregor that he will never be physically and emotionally comfortable in insect form?,The furniture removal,The furniture removal,What event convinces Gregor that he will never be physically and emotionally comfortable in insect form?,The furniture removal,The furniture removal,Drinking the milk,The furniture removal,Eating the scraps,Laying under the sofa
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does Gregor often refer to his transformation?,“Imprisonment”,“Imprisonment”,How does Gregor often refer to his transformation?,“Imprisonment”,“Imprisonment”,“Imprisonment”,“Entrapment”,“Freedom”,“Absurdity”
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,"Besides Gregor, who goes through a sort of metamorphosis of their own during the story?",The sister,The sister,"Besides Gregor, who goes through a sort of metamorphosis of their own during the story?",The sister,The sister,The father,The mother,The boarders,The sister
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,The father’s dignity is symbolized by ___.,His uniform,His uniform,The father’s dignity is symbolized by ___.,His uniform,His uniform,His cigarette case,His uniform,His walking stick,His pistol
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,"Besides the picture of the woman wearing fur, what does Gregor see when he wakes up transformed?",Fabric samples,Fabric samples,"Besides the picture of the woman wearing fur, what does Gregor see when he wakes up transformed?",Fabric samples,Fabric samples,A glass of milk,A screaming maid,Fabric samples,An empty room
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What negative result of his constant travelling does Gregor bemoan?,No friends,No friends,What negative result of his constant travelling does Gregor bemoan?,No friends,No friends,Never home,No friends,Not enough money,No love life
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What does Gregor’s office manager accuse him of when he visits Gregor at home?,Stealing money,Stealing money,What does Gregor’s office manager accuse him of when he visits Gregor at home?,Stealing money,Stealing money,Stealing money,Sleeping with his wife,Taking an extra job,Lying about his citizenship
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,How does Gregor’s mother react the first time she sees him as an insect?,Passes out,Passes out,How does Gregor’s mother react the first time she sees him as an insect?,Passes out,Passes out,Cries,Vomits,Passes out,Runs away
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What does Gregor ask his office manager to do as the office manager backs away in terror?,Stop negative gossip,Stop negative gossip,What does Gregor ask his office manager to do as the office manager backs away in terror?,Stop negative gossip,Stop negative gossip,Stop negative gossip,Give him a raise,Transfer him,Step on him
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What favorite food or drink does Gregor find that he now hates?,Milk,Milk,What favorite food or drink does Gregor find that he now hates?,Milk,Milk,Cheese,Milk,Bread,Beef
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Which of the scraps that Grete brings Gregor is he most interested in?,The moldy bits,The moldy bits,Which of the scraps that Grete brings Gregor is he most interested in?,The moldy bits,The moldy bits,Fresh vegetables,Pasta,The moldy bits,Apples
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What condition does Gregor’s mother suffer from?,Asthma,Asthma,What condition does Gregor’s mother suffer from?,Asthma,Asthma,Asthma,Arthritis,Shingles,Cholera
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Why does Grete move the furniture out of Gregor’s room?,To make more room,To make more room,Why does Grete move the furniture out of Gregor’s room?,To make more room,To make more room,It’s getting dirty,It’s old-fashioned,They must sell it,To make more room
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Why does Gregor’s mother pass out when she enters Gregor’s room and sees him?,He’s on the wall,He’s on the wall,Why does Gregor’s mother pass out when she enters Gregor’s room and sees him?,He’s on the wall,He’s on the wall,He’s eating garbage,He’s transformed back,He’s on the wall,He hugs her
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Why is Gregor’s mobility limited at the beginning of Part 3?,He’s injured,He’s injured,Why is Gregor’s mobility limited at the beginning of Part 3?,He’s injured,He’s injured,He’s in a cage,He’s in the closet,He’s injured,He’s drunk
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,What does the Samsa family begin selling to pay their bills?,Jewelry,Jewelry,What does the Samsa family begin selling to pay their bills?,Jewelry,Jewelry,Jewelry,Clothes,Furniture,The family silver
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,"Besides furniture, what do they move into Gregor’s room once the boarders move in?",Cleaning supplies,Cleaning supplies,"Besides furniture, what do they move into Gregor’s room once the boarders move in?",Cleaning supplies,Cleaning supplies,Draperies,Cleaning supplies,Boxes from storage,Rugs
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Where is Gregor right before he dies?,In his room,In his room,Where is Gregor right before he dies?,In his room,In his room,In the kitchen,On the street,In the boarders’ room,In his room
f5af56e2-0b25-11ea-9221-c9dc32036b5d,test,Who discovers Gregor’s dead body?,The cleaning lady,The cleaning lady,Who discovers Gregor’s dead body?,The cleaning lady,The cleaning lady,The cleaning lady,Grete,His father,His mother
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Who is chosento play the lion in the craftsmen’s play?,Snug,Snug,Who is chosento play the lion in the craftsmen’s play?,Snug,Snug,Bottom,Quince,Peaseblossom,Snug
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Which of the youngAthenians is first affected by the love potion?,Lysander,Lysander,Which of the youngAthenians is first affected by the love potion?,Lysander,Lysander,Lysander,Helena,Hermia,Demetrius
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Which man doesHermia’s father want her to marry?,Demetrius,Demetrius,Which man doesHermia’s father want her to marry?,Demetrius,Demetrius,Lysander,Demetrius,Theseus,Philostrate
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Where do Lysanderand Hermia plan to be married?,Lysander’s aunt’s house,Lysander’s aunt’s house,Where do Lysanderand Hermia plan to be married?,Lysander’s aunt’s house,Lysander’s aunt’s house,Theseus’s palace,Lysander’s aunt’s house,The temple of Diana,A forest glade
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What part of herappearance does Hermia believe Helena has exploited to win Lysander’slove?,Her height,Her height,What part of herappearance does Hermia believe Helena has exploited to win Lysander’slove?,Her height,Her height,Her hair,Her face,Her height,Her legs
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What does Oberonwant that Titania refuses to give him?,"Her attendant, an Indian prince","Her attendant, an Indian prince",What does Oberonwant that Titania refuses to give him?,"Her attendant, an Indian prince","Her attendant, an Indian prince","Her attendant, an Indian prince",Her magic wand,Her maid-in-waiting,Her love
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,"Why does Pyramus,in the craftsmen’s play, kill himself?",Pyramus believes Thisbehas been killed by a lion because he finds her tattered garmentat their meeting place.,Pyramus believes Thisbehas been killed by a lion because he finds her tattered garmentat their meeting place.,"Why does Pyramus,in the craftsmen’s play, kill himself?",Pyramus believes Thisbehas been killed by a lion because he finds her tattered garmentat their meeting place.,Pyramus believes Thisbehas been killed by a lion because he finds her tattered garmentat their meeting place.,Thisbe does not love him.,Thisbe has been killed by a lion.,Thisbe has been killed by her father.,Pyramus believes Thisbehas been killed by a lion because he finds her tattered garmentat their meeting place.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Who brings thecomplaint against Hermia to Theseus in Act I?,Egeus,Egeus,Who brings thecomplaint against Hermia to Theseus in Act I?,Egeus,Egeus,Egeus,Bottom,Hippolyta,Demetrius
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Of whom is Hippolytathe queen?,The Amazons,The Amazons,Of whom is Hippolytathe queen?,The Amazons,The Amazons,The Pygmies,The Centaurs,The Amazons,The Babylonians
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,How does Puckprevent Demetrius and Lysander from fighting?,By mimicking their voices and causingeach to get lost in a separate part of the forest,By mimicking their voices and causingeach to get lost in a separate part of the forest,How does Puckprevent Demetrius and Lysander from fighting?,By mimicking their voices and causingeach to get lost in a separate part of the forest,By mimicking their voices and causingeach to get lost in a separate part of the forest,By freezing them,By transforming their weapons to weeds,By squeezing the love potion onto their eyelids,By mimicking their voices and causingeach to get lost in a separate part of the forest
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Which of thewomen is afraid of fighting?,Helena,Helena,Which of thewomen is afraid of fighting?,Helena,Helena,Hippolyta,Hermia,Titania,Helena
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Whom does Demetriuslove at the end of the play?,Helena,Helena,Whom does Demetriuslove at the end of the play?,Helena,Helena,Titania,Hippolyta,Helena,Hermia
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,With whom doesTitania fall in love in Act III?,Bottom,Bottom,With whom doesTitania fall in love in Act III?,Bottom,Bottom,Snug,Puck,Bottom,Mustardseed
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What prank doesPuck play on Bottom?,He changes his head into that of an ass.,He changes his head into that of an ass.,What prank doesPuck play on Bottom?,He changes his head into that of an ass.,He changes his head into that of an ass.,He transforms him into a bear.,He steals his clothes.,He changes his voice into that of a wood thrush.,He changes his head into that of an ass.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Who first thinksof using the love potion on Titania?,Oberon,Oberon,Who first thinksof using the love potion on Titania?,Oberon,Oberon,Puck,Oberon,Bottom,Cobweb
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Who speaks withTitania’s quartet of attendants?,Only Bottom,Only Bottom,Who speaks withTitania’s quartet of attendants?,Only Bottom,Only Bottom,None of the human characters,All of the human characters,Only Demetrius and Lysander,Only Bottom
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Why is the flowerwhose juice Oberon seeks special?,One of Cupid’s arrows struck it.,One of Cupid’s arrows struck it.,Why is the flowerwhose juice Oberon seeks special?,One of Cupid’s arrows struck it.,One of Cupid’s arrows struck it.,Titania has kissed it.,One of Cupid’s arrows struck it.,It was a traditional symbol of love in English folklore.,Fairies sleep in it.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Which of thecraftsmen is in charge of the rehearsals?,Quince,Quince,Which of thecraftsmen is in charge of the rehearsals?,Quince,Quince,Quince,Snout,Bottom,Starveling
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,In what yearwas Shakespeare born?,1564,1564,In what yearwas Shakespeare born?,1564,1564,1563,1616,1564,1615
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Who tells Demetriusthat Lysander and Hermia are planning to elope?,Helena,Helena,Who tells Demetriusthat Lysander and Hermia are planning to elope?,Helena,Helena,Hermia,Flute,Puck,Helena
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What food doesBottom crave after Puck’s mischief?,Hay,Hay,What food doesBottom crave after Puck’s mischief?,Hay,Hay,Steak,Kidney pie,Squirrel,Hay
